
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,9.00,0.00,20.00,3799162,0.13501,0.02038,1237.53
0.00000,2.00,9.00,0.00,20.00,3801671,0.12418,0.01394,1240.18
-0.00751,2.00,9.00,0.00,20.00,3803416,0.13665,0.02051,1224.80
-0.01750,2.00,9.00,0.00,20.00,3800281,0.17080,0.05084,1221.77
-0.03555,2.00,9.00,0.00,20.00,3800970,0.24213,0.18028,1219.87
-0.06691,2.00,9.00,0.00,20.00,3798900,0.36446,0.61761,1223.50
-0.11647,2.00,9.00,0.00,20.00,3797694,0.55706,1.86809,1225.83
-0.18987,2.00,9.00,0.00,20.00,3800672,0.84477,5.01232,1227.14
-0.29388,2.00,9.00,0.00,20.00,3802788,1.25171,12.04604,1228.17
-0.43576,2.00,9.00,0.00,20.00,3799990,1.81040,26.63029,1228.23
-0.62395,2.00,9.00,0.00,20.00,3801349,2.54922,54.64924,1228.48
-0.86721,2.00,9.00,0.00,20.00,3799034,3.50855,106.18122,1228.37
-1.17556,2.00,9.00,0.00,20.00,3799600,4.72100,195.06180,1228.40
-1.55925,2.00,9.00,0.00,20.00,3801151,6.22790,343.92900,1228.47
